"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"unterkirnach.de","unterkirnach.de","https://www.unterkirnach.de","","Unterkirnach","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"unterleinleiter.de","unterleinleiter.de","https://unterleinleiter.de","","Unterleinleiter","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"untermassfeld.de","untermassfeld.de","http://untermassfeld.de","","Untermaßfeld","TH","No","dotgov","No","No","No","","","","","","No"
"untermerzbach.de","untermerzbach.de","https://www.untermerzbach.de","","Untermerzbach","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"untermuenkheim.de","untermuenkheim.de","https://www.untermuenkheim.de","","Untermünkheim","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"unternehmens-wert-mensch.de","unternehmens-wert-mensch.de","https://www.unternehmens-wert-mensch.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","","","","","","No"
"unterneukirchen.de","unterneukirchen.de","https://www.unterneukirchen.de","","Unterneukirchen","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"unterpleichfeld.de","unterpleichfeld.de","https://www.unterpleichfeld.de","","Unterpleichfeld","BY","No","dotgov","No","No","No","","","","","","No"
"unterreichenbach.de","unterreichenbach.de","https://www.unterreichenbach.de","","Unterreichenbach","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"unterreit.de","unterreit.de","http://unterreit.de","","Unterreit","BY","No","dotgov","No","No","No","","","","","","No"
"unterschleissheim.de","unterschleissheim.de","https://www.unterschleissheim.de","","Unterschleißheim","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"unterschneidheim.de","unterschneidheim.de","https://www.unterschneidheim.de","","Unterschneidheim","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"unterschwaningen.de","unterschwaningen.de","http://unterschwaningen.de","","Unterschwaningen","BY","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"untershausen.de","untershausen.de","https://untershausen.de","","Untershausen","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"untersiemau.de","untersiemau.de","http://www.untersiemau.de","","Untersiemau","BY","No","dotgov","No","No","No","","","","","","No"
"unterspreewald.de","unterspreewald.de","https://unterspreewald.de","","Krausnick-Groß Wasserburg","BB","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"unterstadion.de","unterstadion.de","https://www.unterstadion.de","","Unterstadion","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"untersteinach.de","untersteinach.de","https://www.untersteinach.de","","Untersteinach","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"unterthingau.de","unterthingau.de","https://www.unterthingau.de","","Unterthingau","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"unterwachingen.de","unterwachingen.de","https://www.unterwachingen.de","","Unterwachingen","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"unterweissbach.de","unterweissbach.de","http://unterweissbach.de","","Unterweißbach","TH","No","dotgov","No","No","No","","","","","","No"
"unterwellenborn.de","unterwellenborn.de","http://unterwellenborn.de","","Unterwellenborn","TH","No","dotgov","No","No","No","","","","","","No"
"unterwoessen.de","unterwoessen.de","https://www.unterwoessen.de","","Unterwössen","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"untrasried.de","untrasried.de","https://www.untrasried.de","","Untrasried","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"upgant-schott.de","upgant-schott.de","http://www.upgant-schott.de","","Upgant-Schott","NI","Yes","dotgov","No","No","No","","","","","","No"
"uplengen.de","uplengen.de","http://uplengen.de","","Uplengen","NI","No","dotgov","No","No","No","","","","","","No"
"urbach-ww.de","urbach-ww.de","http://urbach-ww.de","","Urbach","RP","No","dotgov","No","No","No","","","","","","No"
"urbach.de","urbach.de","http://urbach.de","","Urbach","BW","No","dotgov","No","No","No","","","","","","No"
"urbar-loreley.de","urbar-loreley.de","https://urbar-loreley.de","","Urbar","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"urbar.de","urbar.de","http://www.urbar.de","","Urbar","RP","No","dotgov","No","No","No","","","","","","No"
"urmitz.de","urmitz.de","http://www.urmitz.de","","Urmitz","RP","No","dotgov","No","No","No","","","","","","No"
"urnshausen.de","urnshausen.de","http://urnshausen.de","","Urnshausen","TH","No","dotgov","No","No","No","","","","","","No"
"urschmitt.de","urschmitt.de","https://www.urschmitt.de","","Urschmitt","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ursensollen.de","ursensollen.de","https://www.ursensollen.de","","Ursensollen","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"urspringen.de","urspringen.de","http://urspringen.de","","Urspringen","BY","No","dotgov","No","No","No","","","","","","No"
"usch-eifel.de","usch-eifel.de","https://www.usch-eifel.de","","Usch","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"userin.de","userin.de","http://www.userin.de","","Userin","MV","No","dotgov","No","No","No","","","","","","No"
"usingen.de","usingen.de","https://www.usingen.de","","Usingen","HE","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"uslar.de","uslar.de","https://www.uslar.de","","Uslar","NI","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ustersbach.de","ustersbach.de","https://www.ustersbach.de","","Ustersbach","BY","No","dotgov","No","No","No","","","","","","No"
"utersum.de","utersum.de","https://www.utersum.de","","Utersum","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"uttenreuth.de","uttenreuth.de","http://uttenreuth.de","","Uttenreuth","BY","Yes","dotgov","No","No","No","","","","","","No"
"utting.de","utting.de","https://utting.de","","Utting am Ammersee","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"utzenfeld.de","utzenfeld.de","https://www.utzenfeld.de","","Utzenfeld","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"utzerath-eifel.de","utzerath-eifel.de","https://utzerath-eifel.de","","Utzerath","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"uv-index.de","uv-index.de","https://www.uv-index.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","","","","","","No"
"uv-index.eu","uv-index.eu","http://www.uv-index.eu","","Deutscher Wetterdienst","","No","dotgov","No","No","No","","","","","","No"
"v-modell-xt.de","v-modell-xt.de","http://www.v-modell-xt.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"vacha.de","vacha.de","https://vacha.de","","Vacha","TH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vachendorf.de","vachendorf.de","https://www.vachendorf.de","","Vachendorf","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vaihingen.de","vaihingen.de","https://www.vaihingen.de","","Vaihingen an der Enz","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vallendar-rhein.de","vallendar-rhein.de","https://vallendar-rhein.de","","Vallendar","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"varel.de","varel.de","https://www.varel.de","","Varel","NI","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"varrel.de","varrel.de","http://varrel.de","","Varrel","NI","No","dotgov","No","No","No","","","","","","No"
"vaterstetten.de","vaterstetten.de","https://www.vaterstetten.de","","Vaterstetten","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vbl.de","vbl.de","https://www.vbl.de","","Versorgungsanstalt des Bundes und der Länder","","No","dotgov","Yes","Yes","Yes","","","","","","No"
"vechelde.de","vechelde.de","http://www.vechelde.de","","Vechelde","NI","No","dotgov","No","No","No","","","","","","No"
"vechta.de","vechta.de","https://www.vechta.de","","Vechta","NI","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"veilsdorf.de","veilsdorf.de","http://veilsdorf.de","","Veilsdorf","TH","No","dotgov","No","No","Yes","Yes","No","No","No","No","No"
"veitsbronn.de","veitsbronn.de","https://veitsbronn.de","","Veitsbronn","BY","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"veitshoechheim.de","veitshoechheim.de","http://www.veitshoechheim.de","","Veitshöchheim","BY","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"veitsrodt.de","veitsrodt.de","https://veitsrodt.de","","Veitsrodt","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"velbert.de","velbert.de","https://www.velbert.de","","Velbert","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"velburg.de","velburg.de","https://velburg.de","","Velburg","BY","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"velden.de","velden.de","http://www.velden.de","","Velden","BY","No","dotgov","No","No","No","","","","","","No"
"veldenz-mosel.de","veldenz-mosel.de","http://veldenz-mosel.de","","Veldenz","RP","No","dotgov","No","No","No","","","","","","No"
"velen.de","velen.de","https://www.velen.de","","Velen","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vellberg.de","vellberg.de","https://www.vellberg.de","","Vellberg","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vellmar.de","vellmar.de","https://www.vellmar.de","","Vellmar","HE","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"velpke.de","velpke.de","https://www.velpke.de","","Bahrdorf","NI","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"velten.de","velten.de","https://www.velten.de","","Velten","BB","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vendersheim.de","vendersheim.de","http://vendersheim.de","","Vendersheim","RP","No","dotgov","No","No","No","","","","","","No"
"venningen.de","venningen.de","https://venningen.de","","Venningen","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"verbgem-unstruttal.de","verbgem-unstruttal.de","https://www.verbgem-unstruttal.de","","Gleina","TH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"verbgem-westlicheboerde.de","verbgem-westlicheboerde.de","http://www.verbgem-westlicheboerde.de","","Am Großen Bruch","ST","No","dotgov","No","No","No","","","","","","No"
"verchen.de","verchen.de","http://verchen.de","","Verchen","MV","No","dotgov","No","No","No","","","","","","No"
"verden.de","verden.de","https://www.verden.de","","Verden (Aller)","NI","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"vereint-fuer-gemeinsame-bildung.de","vereint-fuer-gemeinsame-bildung.de","http://vereint-fuer-gemeinsame-bildung.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"verfassungsschutz.de","verfassungsschutz.de","https://www.verfassungsschutz.de","","Bundesamt für Verfassungsschutz","","No","dotgov","Yes","Yes","Yes","","","","","","No"
"veringenstadt.de","veringenstadt.de","https://www.veringenstadt.de","","Veringenstadt","BW","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"verkehrsminister.de","verkehrsminister.de","http://verkehrsminister.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"verkehrsministerium.de","verkehrsministerium.de","http://verkehrsministerium.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"verl.de","verl.de","https://verl.de","","Verl","NW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"versmold.de","versmold.de","https://www.versmold.de","","Versmold","NW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vertreterdesbundesinteresses.de","vertreterdesbundesinteresses.de","http://vertreterdesbundesinteresses.de","","Vertreter des Bundesinteresses beim Bundesverwaltungsgericht","","Yes","dotgov","No","No","No","","","","","","No"
"verwaltungsamt-helbra.de","verwaltungsamt-helbra.de","http://verwaltungsamt-helbra.de","","Blankenheim","ST","No","dotgov","No","No","No","","","","","","No"
"verwaltungsmodernisierung.de","verwaltungsmodernisierung.de","http://verwaltungsmodernisierung.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"vestenbergsgreuth.de","vestenbergsgreuth.de","https://vestenbergsgreuth.de","","Vestenbergsgreuth","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vetschau.de","vetschau.de","http://vetschau.de","","Vetschau/Spreewald","BB","No","dotgov","No","No","No","","","","","","No"
"vettelschoss.de","vettelschoss.de","http://vettelschoss.de","","Vettelschoß","RP","No","dotgov","No","No","No","","","","","","No"
"vettweiss.de","vettweiss.de","https://vettweiss.de","","Vettweiß","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-altenglan.de","vg-altenglan.de","https://vg-altenglan.de","","Rutsweiler am Glan","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-altenkirchen.de","vg-altenkirchen.de","https://vg-altenkirchen.de","","Altenkirchen","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-altfraunhofen.de","vg-altfraunhofen.de","https://vg-altfraunhofen.de","","Altfraunhofen","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-annweiler.de","vg-annweiler.de","https://www.vg-annweiler.de","","Münchweiler am Klingbach","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-apfelstaedtaue.de","vg-apfelstaedtaue.de","http://vg-apfelstaedtaue.de","","Herrenhof","TH","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"vg-arzfeld.de","vg-arzfeld.de","http://vg-arzfeld.de","","Lierfeld","RP","No","dotgov","No","No","No","","","","","","No"
"vg-asbach.de","vg-asbach.de","https://vg-asbach.de","","Buchholz","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-badkreuznach.de","vg-badkreuznach.de","http://www.vg-badkreuznach.de","","Volxheim","RP","No","dotgov","No","No","No","","","","","","No"
"vg-barmstedt-hoernerkirchen.de","vg-barmstedt-hoernerkirchen.de","https://vg-barmstedt-hoernerkirchen.de","","Brande-Hörnerkirchen","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-baunach.de","vg-baunach.de","https://vg-baunach.de","","Reckendorf","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-berka-werra.de","vg-berka-werra.de","http://vg-berka-werra.de","","Dippach","TH","No","dotgov","No","No","No","","","","","","No"
"vg-berlstedt.de","vg-berlstedt.de","http://www.vg-berlstedt.de","","Neumark","TH","No","dotgov","No","No","No","","","","","","No"
"vg-birkenfeld.de","vg-birkenfeld.de","https://vg-birkenfeld.de","","Buhlenberg","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-bme.de","vg-bme.de","http://www.vg-bme.de","","Traisen","RP","No","dotgov","No","No","No","","","","","","No"
"vg-bodenheim.de","vg-bodenheim.de","https://www.vg-bodenheim.de","","Bodenheim","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-boos.de","vg-boos.de","http://vg-boos.de","","Heimertingen","BY","Yes","dotgov","No","No","No","","","","","","No"
"vg-brahmetal.de","vg-brahmetal.de","http://vg-brahmetal.de","","Brahmenau","TH","No","dotgov","No","No","No","","","","","","No"
"vg-breitbrunn.de","vg-breitbrunn.de","http://vg-breitbrunn.de","","Breitbrunn am Chiemsee","BY","No","dotgov","No","No","No","","","","","","No"
"vg-buch.de","vg-buch.de","https://vg-buch.de","","Buch","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-buttelstedt.de","vg-buttelstedt.de","http://www.vg-buttelstedt.de","","Heichelheim","TH","No","dotgov","No","No","No","","","","","","No"
"vg-dannstadt-schauernheim.de","vg-dannstadt-schauernheim.de","https://www.vg-dannstadt-schauernheim.de","","Hochdorf-Assenheim","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-dirlewang.de","vg-dirlewang.de","https://www.vg-dirlewang.de","","Dirlewang","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-dolmar-salzbruecke.de","vg-dolmar-salzbruecke.de","http://www.vg-dolmar-salzbruecke.de","","Einhausen","TH","No","dotgov","No","No","No","","","","","","No"
"vg-dolmar.de","vg-dolmar.de","http://vg-dolmar.de","","Utendorf","TH","Yes","dotgov","No","No","No","","","","","","No"
"vg-dornburg-camburg.eu","vg-dornburg-camburg.eu","http://www.vg-dornburg-camburg.eu","","Löberschütz","TH","No","dotgov","No","No","No","","","","","","No"
"vg-ebelsbach.de","vg-ebelsbach.de","http://www.vg-ebelsbach.de","","Kirchlauter","BY","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"vg-eich.de","vg-eich.de","https://vg-eich.de","","Mettenheim","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-eutin-suesel.de","vg-eutin-suesel.de","http://vg-eutin-suesel.de","","Eutin","SH","No","dotgov","No","No","No","","","","","","No"
"vg-fahner-hoehe.de","vg-fahner-hoehe.de","http://www.vg-fahner-hoehe.de","","Tonna","TH","No","dotgov","No","No","No","","","","","","No"
"vg-falkenberg.de","vg-falkenberg.de","https://www.vg-falkenberg.de","","Rimbach","BY","No","dotgov","No","No","No","","","","","","No"
"vg-feldstein.de","vg-feldstein.de","http://vg-feldstein.de","","Ahlstädt","TH","Yes","dotgov","No","No","No","","","","","","No"
"vg-glm.de","vg-glm.de","http://vg-glm.de","","Börsborn","RP","No","dotgov","No","No","No","","","","","","No"
"vg-goellheim.de","vg-goellheim.de","http://www.vg-goellheim.de","","Weitersweiler","RP","No","dotgov","No","No","No","","","","","","No"
"vg-gosberg.de","vg-gosberg.de","http://vg-gosberg.de","","Pinzberg","BY","No","dotgov","No","No","No","","","","","","No"
"vg-gramme-aue.de","vg-gramme-aue.de","https://vg-gramme-aue.de","","Ollendorf","TH","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-grammetal.de","vg-grammetal.de","https://vg-grammetal.de","","Daasdorf a. Berge","TH","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-grossbreitenbach.de","vg-grossbreitenbach.de","http://vg-grossbreitenbach.de","","Friedersdorf","TH","No","dotgov","No","No","No","","","","","","No"
"vg-h.de","vg-h.de","http://www.vg-h.de","","Tiefenthal","RP","Yes","dotgov","No","No","No","","","","","","No"
"vg-hahnstaetten.de","vg-hahnstaetten.de","https://www.vg-hahnstaetten.de","","Niederneisen","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-hainich-werratal.de","vg-hainich-werratal.de","https://www.vg-hainich-werratal.de","","Frankenroda","TH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"vg-hainleite.de","vg-hainleite.de","http://www.vg-hainleite.de","","Kleinfurra","TH","No","dotgov","No","No","No","","","","","","No"
"vg-hanstein-rusteberg.de","vg-hanstein-rusteberg.de","http://vg-hanstein-rusteberg.de","","Rustenfelde","TH","No","dotgov","No","No","No","","","","","","No"
"vg-hermsdorf.de","vg-hermsdorf.de","http://www.vg-hermsdorf.de","","Mörsdorf","TH","No","dotgov","No","No","No","","","","","","No"
"vg-herrstein.de","vg-herrstein.de","https://www.vg-herrstein.de","","Oberwörresbach","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-hinterschmiding.de","vg-hinterschmiding.de","http://www.vg-hinterschmiding.de","","Hinterschmiding","BY","Yes","dotgov","No","No","No","","","","","","No"
"vg-hoerlkofen.de","vg-hoerlkofen.de","https://www.vg-hoerlkofen.de","","Wörth","BY","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"vg-hohnstein.de","vg-hohnstein.de","http://vg-hohnstein.de","","Buchholz","TH","Yes","dotgov","No","No","No","","","","","","No"
"vg-kallmuenz.de","vg-kallmuenz.de","http://vg-kallmuenz.de","","Holzheim am Forst","BY","Yes","dotgov","No","No","No","","","","","","No"
"vg-kandel.de","vg-kandel.de","https://www.vg-kandel.de","","Vollmersweiler","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-katzenelnbogen.de","vg-katzenelnbogen.de","https://vg-katzenelnbogen.de","","Roth","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-kindelbrueck.de","vg-kindelbrueck.de","http://www.vg-kindelbrueck.de","","Kannawurf","TH","No","dotgov","No","No","No","","","","","","No"
"vg-kirchenthumbach.de","vg-kirchenthumbach.de","http://vg-kirchenthumbach.de","","Kirchenthumbach","BY","Yes","dotgov","No","No","No","","","","","","No"
"vg-koetz.de","vg-koetz.de","http://www.vg-koetz.de","","Bubesheim","BY","No","dotgov","No","No","No","","","","","","No"
"vg-langerberg.de","vg-langerberg.de","http://www.vg-langerberg.de","","Pennewitz","TH","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"vg-leinetal.de","vg-leinetal.de","http://vg-leinetal.de","","Glasehausen","TH","No","dotgov","No","No","No","","","","","","No"
"vg-lichtetal.de","vg-lichtetal.de","http://vg-lichtetal.de","","Lichte","TH","Yes","dotgov","No","No","No","","","","","","No"
"vg-lpsr.de","vg-lpsr.de","http://vg-lpsr.de","","Reichmannsdorf","TH","Yes","dotgov","No","No","No","","","","","","No"
"vg-lw.de","vg-lw.de","http://www.vg-lw.de","","Cronenberg","RP","No","dotgov","No","No","No","","","","","","No"
"vg-maxdorf.de","vg-maxdorf.de","https://vg-maxdorf.de","","Maxdorf","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-mihla.de","vg-mihla.de","https://vg-mihla.de","","Bischofroda","TH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-montabaur.de","vg-montabaur.de","http://www.vg-montabaur.de","","Hübingen","RP","No","dotgov","No","No","No","","","","","","No"
"vg-nesseaue.de","vg-nesseaue.de","https://vg-nesseaue.de","","Nottleben","TH","No","dotgov","No","Yes","No","","","","","","No"
"vg-oberneuching.de","vg-oberneuching.de","http://vg-oberneuching.de","","Neuching","BY","No","dotgov","No","No","No","","","","","","No"
"vg-oberpoering.de","vg-oberpoering.de","https://www.vg-oberpoering.de","","Wallerfing","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-oberviechtach.de","vg-oberviechtach.de","https://vg-oberviechtach.de","","Winklarn","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-oppurg.de","vg-oppurg.de","http://www.vg-oppurg.de","","Gertewitz","TH","No","dotgov","No","No","No","","","","","","No"
"vg-otterbach.de","vg-otterbach.de","http://vg-otterbach.de","","Mehlbach","RP","Yes","dotgov","No","No","No","","","","","","No"
"vg-ranis-ziegenrueck.de","vg-ranis-ziegenrueck.de","https://www.vg-ranis-ziegenrueck.de","","Wilhelmsdorf","TH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"vg-rhaunen.de","vg-rhaunen.de","http://vg-rhaunen.de","","Asbach","RP","No","dotgov","No","No","No","","","","","","No"
"vg-rhein-selz.de","vg-rhein-selz.de","https://www.vg-rhein-selz.de","","Dorn-Dürkheim","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-riechheimer-berg.de","vg-riechheimer-berg.de","http://www.vg-riechheimer-berg.de","","Alkersleben","TH","No","dotgov","No","No","No","","","","","","No"
"vg-rositz.de","vg-rositz.de","http://vg-rositz.de","","Kriebitzsch","TH","No","dotgov","No","No","No","","","","","","No"
"vg-ruedesheim.de","vg-ruedesheim.de","https://www.vg-ruedesheim.de","","Sommerloch","RP","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"vg-saarburg.de","vg-saarburg.de","http://www.vg-saarburg.de","","Taben-Rodt","RP","No","dotgov","No","No","No","","","","","","No"
"vg-salzbruecke.de","vg-salzbruecke.de","http://vg-salzbruecke.de","","Vachdorf","TH","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"vg-salzwedel-land.de","vg-salzwedel-land.de","http://www.vg-salzwedel-land.de","","Kuhfelde","ST","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"vg-schlotheim.de","vg-schlotheim.de","http://www.vg-schlotheim.de","","Schlotheim","TH","No","dotgov","No","No","No","","","","","","No"
"vg-schoensee.de","vg-schoensee.de","https://www.vg-schoensee.de","","Schönsee","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-seenplatte.de","vg-seenplatte.de","https://vg-seenplatte.de","","Göschitz","TH","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-selters.de","vg-selters.de","https://www.vg-selters.de","","Wölferlingen","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg-speicher.de","vg-speicher.de","https://vg-speicher.de","","Orenhofen","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-straussfurt.de","vg-straussfurt.de","http://vg-straussfurt.de","","Wundersleben","TH","No","dotgov","No","No","No","","","","","","No"
"vg-suedliches-saaletal.de","vg-suedliches-saaletal.de","http://vg-suedliches-saaletal.de","","Laasdorf","TH","No","dotgov","No","No","No","","","","","","No"
"vg-thalfang.de","vg-thalfang.de","http://vg-thalfang.de","","Immert","RP","Yes","dotgov","No","No","No","","","","","","No"
"vg-uder.de","vg-uder.de","https://www.vg-uder.de","","Dietzenrode/Vatterode","TH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-unstrut-hainich.de","vg-unstrut-hainich.de","http://vg-unstrut-hainich.de","","Schönstedt","TH","No","dotgov","No","No","No","","","","","","No"
"vg-wartenberg.de","vg-wartenberg.de","https://www.vg-wartenberg.de","","Wartenberg","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-wasungen.de","vg-wasungen.de","http://vg-wasungen.de","","Unterkatz","TH","No","dotgov","No","No","No","","","","","","No"
"vg-westerburg.de","vg-westerburg.de","https://www.vg-westerburg.de","","Hergenroth","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-wittlich-land.de","vg-wittlich-land.de","https://www.vg-wittlich-land.de","","Eckfeld","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vg-wonnegau.de","vg-wonnegau.de","https://www.vg-wonnegau.de","","Frettenheim","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vg.kusel.de","vg.kusel.de","https://vg.kusel.de","","Herchweiler","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vgcochem.de","vgcochem.de","https://www.vgcochem.de","","Wirfus","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vgdiez.de","vgdiez.de","https://www.vgdiez.de","","Heistenbach","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vgem-boos.de","vgem-boos.de","https://vgem-boos.de","","Pleß","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"vgem-dzf.de","vgem-dzf.de","https://www.vgem-dzf.de","","Kretzschau","ST","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"vgem-ergoldsbach.de","vgem-ergoldsbach.de","http://www.vgem-ergoldsbach.de","","Ergoldsbach","BY","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"vgem-finne.de","vgem-finne.de","http://www.vgem-finne.de","","Bad Bibra","ST","No","dotgov","No","No","No","","","","","","No"
"vgem-greussen.de","vgem-greussen.de","https://www.vgem-greussen.de","","Greußen","TH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"vgem-hoherhoen.de","vgem-hoherhoen.de","http://vgem-hoherhoen.de","","Kaltensundheim","TH","No","dotgov","No","No","No","","","","","","No"
"vgem-rain.de","vgem-rain.de","http://vgem-rain.de","","Aholfing","BY","No","dotgov","No","No","No","","","","","","No"
