"Domain","URL","Branch","Agency","State","Redirect","Uses HTTPS","Enforces HTTPS","Strict Transport Security (HSTS)","Preloaded (recommended)","SSL Labs Grade"
"bad-friedrichshall.de","http://bad-friedrichshall.de","","Bad Friedrichshall","BW","No","No","","","",""
"gemeinde-woellstein.de","http://gemeinde-woellstein.de","","Wöllstein","RP","No","No","","","",""
"rheinmuenster.de","http://www.rheinmuenster.de","","Rheinmünster","BW","Yes","No","","","",""
"niederoefflingen.de","http://niederoefflingen.de","","Niederöfflingen","RP","No","No","","","",""
"rochlitz.de","http://www.rochlitz.de","","Rochlitz","SN","No","No","","","",""
"stadt-warin.eu","http://www.stadt-warin.eu","","Warin","MV","No","No","","","",""
"ernst-mosel.de","http://www.ernst-mosel.de","","Ernst","RP","No","No","","","",""
"neroth.de","http://neroth.de","","Neroth","RP","No","No","","","",""
"duenfus.de","http://duenfus.de","","Dünfus","RP","No","No","","","",""
"grossbartloff.de","http://grossbartloff.de","","Großbartloff","TH","No","No","","","",""
"stadt-daun.de","http://stadt-daun.de","","Daun","RP","No","No","","","",""
"gemeinde-aichwald.de","http://www.gemeinde-aichwald.de","","Aichwald","BW","No","No","","","",""
"neubiberg.de","http://www.neubiberg.de","","Neubiberg","BY","No","No","","","",""
"uehlfeld.de","http://uehlfeld.de","","Uehlfeld","BY","No","No","","","",""
"rodewisch.de","http://www.rodewisch.de","","Rodewisch","SN","No","No","","","",""
"hupperath.de","https://hupperath.de","","Hupperath","RP","No","Yes","Yes","No","",""
"plauen.de","http://www.plauen.de","","Plauen","SN","No","Yes","No","No","",""
"vgem-westlicheboerde.de","http://www.vgem-westlicheboerde.de","","Ausleben","ST","Yes","No","","","",""
"armstedt.de","http://armstedt.de","","Armstedt","SH","No","No","","","",""
"badsalzungen.de","http://www.badsalzungen.de","","Bad Salzungen","TH","No","Yes","No","No","",""
"hanhofen.de","http://www.hanhofen.de","","Hanhofen","RP","Yes","No","","","",""
"sinzing.de","http://sinzing.de","","Sinzing","BY","No","No","","","",""
"bobritzsch-hilbersdorf.de","http://bobritzsch-hilbersdorf.de","","Bobritzsch-Hilbersdorf","SN","No","No","","","",""
"rheinberg.de","http://www.rheinberg.de","","Rheinberg","NW","No","Yes","No","No","",""
"oy-mittelberg.de","http://oy-mittelberg.de","","Oy-Mittelberg","BY","No","No","","","",""
"bad-colberg-heldburg.de","http://bad-colberg-heldburg.de","","Bad Colberg-Heldburg","TH","No","Yes","No","No","",""
"brieskow-finkenheerd.de","http://www.brieskow-finkenheerd.de","","Wiesenau","BB","No","No","","","",""
"bernried.de","http://bernried.de","","Bernried am Starnberger See","BY","No","No","","","",""
"gemeinde-roederland.de","http://www.gemeinde-roederland.de","","Röderland","BB","No","No","","","",""
"kaden-ww.de","http://kaden-ww.de","","Kaden","RP","No","No","","","",""
"xn--hchstenbach-rfb.de","http://xn--hchstenbach-rfb.de","","Höchstenbach","RP","No","No","","","",""
"burgoberbach.de","http://www.burgoberbach.de","","Burgoberbach","BY","No","No","","","",""
"lengerich-emsland.de","http://lengerich-emsland.de","","Lengerich","NI","No","No","","","",""
"freckenfeld.de","http://freckenfeld.de","","Freckenfeld","RP","No","No","","","",""
"amt-schwarzenbek-land.de","http://amt-schwarzenbek-land.de","","Mühlenrade","SH","No","No","","","",""
"niestetal.de","http://www.niestetal.de","","Niestetal","HE","No","No","","","",""
"philippsburg.de","http://philippsburg.de","","Philippsburg","BW","No","No","","","",""
"ostercappeln.de","http://www.ostercappeln.de","","Ostercappeln","NI","No","Yes","No","No","",""
"fladungen.de","http://www.fladungen.de","","Fladungen","BY","Yes","No","","","",""
"kreimbach-kaulbach.de","http://kreimbach-kaulbach.de","","Kreimbach-Kaulbach","RP","No","No","","","",""
"rueckholz.de","http://rueckholz.de","","Rückholz","BY","No","No","","","",""
"bohmte.de","http://www.bohmte.de","","Bohmte","NI","No","No","","","",""
"heuchelheim.de","http://www.heuchelheim.de","","Heuchelheim","HE","No","No","","","",""
"roemerstein.de","http://www.roemerstein.de","","Römerstein","BW","No","No","","","",""
"markdorf.de","http://www.markdorf.de","","Markdorf","BW","No","No","","","",""
"amt-ferdinandshof.de","http://amt-ferdinandshof.de","","Heinrichswalde","MV","No","No","","","",""
"grabow.de","http://grabow.de","","Zierzow","MV","No","Yes","No","No","",""
"boeblingen.de","https://www.boeblingen.de","","Böblingen","BW","No","Yes","Yes","No","",""
"gemeinde-blekendorf.de","http://www.gemeinde-blekendorf.de","","Blekendorf","SH","No","No","","","",""
"meuselbach.de","http://meuselbach.de","","Meuselbach-Schwarzmühle","TH","No","No","","","",""
"niederlauer.de","http://www.niederlauer.de","","Niederlauer","BY","Yes","No","","","",""
"waal.de","https://www.waal.de","","Waal","BY","No","Yes","Yes","No","",""
"kobern-gondorf.de","http://www.kobern-gondorf.de","","Kobern-Gondorf","RP","Yes","No","","","",""
"gemeinde-hartmannsdorf.de","http://www.gemeinde-hartmannsdorf.de","","Hartmannsdorf","SN","No","No","","","",""
"wolnzach.de","http://www.wolnzach.de","","Wolnzach","BY","No","No","","","",""
"felsberg.de","http://www.felsberg.de","","Felsberg","HE","No","No","","","",""
"klein-meckelsen.de","http://klein-meckelsen.de","","Klein Meckelsen","NI","No","No","","","",""
"hov.isgv.de","http://hov.isgv.de","","Hartmannsdorf-Reichenau","SN","No","No","","","",""
"insul.de","http://insul.de","","Insul","RP","No","No","","","",""
"lindwedel.org","http://www.lindwedel.org","","Lindwedel","NI","Yes","No","","","",""
"saaldorf-surheim.de","http://www.saaldorf-surheim.de","","Saaldorf-Surheim","BY","No","No","","","",""
"emtmannsberg.de","http://emtmannsberg.de","","Emtmannsberg","BY","No","No","","","",""
"wahlheim-rheinhessen.de","http://wahlheim-rheinhessen.de","","Wahlheim","RP","No","No","","","",""
"randersacker.de","http://www.randersacker.de","","Randersacker","BY","Yes","No","","","",""
"geldersheim.de","http://geldersheim.de","","Geldersheim","BY","No","No","","","",""
"neustadt-wied.com","http://www.neustadt-wied.com","","Neustadt (Wied)","RP","Yes","No","","","",""
"grabenstetten.de","http://www.grabenstetten.de","","Grabenstetten","BW","No","No","","","",""
"stadt-perleberg.de","https://www.stadt-perleberg.de","","Perleberg","BB","No","Yes","Yes","Yes","",""
"obernkirchen.de","http://obernkirchen.de","","Obernkirchen","NI","No","No","","","",""
"lappersdorf.de","http://lappersdorf.de","","Lappersdorf","BY","No","No","","","",""
"oberthal.de","http://www.oberthal.de","","Oberthal","SL","No","No","","","",""
"muenchweiler.de","http://muenchweiler.de","","Münchweiler an der Rodalb","RP","No","No","","","",""
"rechtmehring.de","http://rechtmehring.de","","Rechtmehring","BY","No","No","","","",""
"hummelshain-schmoelln.de","http://hummelshain-schmoelln.de","","Hummelshain","TH","No","No","","","",""
"grosssolt.de","http://grosssolt.de","","Großsolt","SH","No","No","","","",""
"kirchzarten.de","https://kirchzarten.de","","Kirchzarten","BW","No","Yes","Yes","No","",""
"lahn-emsland.de","http://www.lahn-emsland.de","","Lahn","NI","No","No","","","",""
"gemeinde-scheuring.de","http://gemeinde-scheuring.de","","Scheuring","BY","No","No","","","",""
"bargfeld-stegen.de","http://www.bargfeld-stegen.de","","Bargfeld-Stegen","SH","No","No","","","",""
"allenbach-hunsrueck.de","http://allenbach-hunsrueck.de","","Allenbach","RP","No","No","","","",""
"amt-gerswalde.de","https://www.amt-gerswalde.de","","Milmersdorf","BB","No","Yes","Yes","Yes","",""
"eslohe.de","http://www.eslohe.de","","Eslohe","NW","No","No","","","",""
"freienbessingen.net","http://www.freienbessingen.net","","Freienbessingen","TH","Yes","No","","","",""
"bitburg-land.de","http://www.bitburg-land.de","","Balesfeld","RP","Yes","No","","","",""
"gemeinde-schwuelper.de","http://gemeinde-schwuelper.de","","Schwülper","NI","No","No","","","",""
"stolberg.de","http://www.stolberg.de","","Stolberg","NW","No","No","","","",""
"penzliner-land.de","http://www.penzliner-land.de","","Kuckssee","MV","Yes","No","","","",""
"salem-dargow.de","http://salem-dargow.de","","Salem","SH","No","No","","","",""
"langeoog.de","https://www.langeoog.de","","Langeoog","NI","No","Yes","Yes","No","",""
"urschmitt.de","http://www.urschmitt.de","","Urschmitt","RP","No","No","","","",""
"sirksfelde.de","http://sirksfelde.de","","Sirksfelde","SH","No","No","","","",""
"maring-noviand.de","http://www.maring-noviand.de","","Maring-Noviand","RP","No","No","","","",""
"hagenbach.de","http://hagenbach.de","","Hagenbach","RP","No","No","","","",""
"laussig.de","http://www.laussig.de","","Laußig","SN","No","No","","","",""
"lonnerstadt.de","http://www.lonnerstadt.de","","Lonnerstadt","BY","Yes","No","","","",""
"gemeinde-meine.de","http://gemeinde-meine.de","","Meine","NI","No","No","","","",""
"grossaitingen.de","http://www.grossaitingen.de","","Großaitingen","BY","Yes","No","","","",""
"marktschorgast.de","http://marktschorgast.de","","Marktschorgast","BY","No","No","","","",""
"meinersen.de","http://meinersen.de","","Meinersen","NI","No","No","","","",""
"visselhoevede.de","http://www.visselhoevede.de","","Visselhövede","NI","No","No","","","",""
"gemeinde-wald.de","http://gemeinde-wald.de","","Wald","BY","No","No","","","",""
"steffeln.de","http://steffeln.de","","Steffeln","RP","No","No","","","",""
"erharting.de","http://www.erharting.de","","Erharting","BY","Yes","No","","","",""
"haldensleben.de","http://www.haldensleben.de","","Haldensleben","ST","No","No","","","",""
"pfaffschwende.de","http://pfaffschwende.de","","Pfaffschwende","TH","No","No","","","",""
"lonnig.de","http://lonnig.de","","Lonnig","RP","No","No","","","",""
"krummbek.de","http://krummbek.de","","Krummbek","SH","No","No","","","",""
"gemeinde-grube.de","http://gemeinde-grube.de","","Grube","SH","No","No","","","",""
"basedow-sh.de","http://basedow-sh.de","","Basedow","SH","No","No","","","",""
"herdecke.de","http://www.herdecke.de","","Herdecke","NW","No","No","","","",""
"stadt-lorch-rheingau.de","http://stadt-lorch-rheingau.de","","Lorch","HE","No","No","","","",""
"burgbernheim.de","http://www.burgbernheim.de","","Burgbernheim","BY","No","No","","","",""
"trippstadt.de","http://www.trippstadt.de","","Trippstadt","RP","No","No","","","",""
"rohrenfels.de","http://rohrenfels.de","","Rohrenfels","BY","No","No","","","",""
"obhausen.de","http://obhausen.de","","Obhausen","ST","No","No","","","",""
"wittenberg.de","http://www.wittenberg.de","","Lutherstadt Wittenberg","ST","No","No","","","",""
"badwimpfen.de","http://www.badwimpfen.de","","Bad Wimpfen","BW","No","No","","","",""
"rehweiler.de","http://rehweiler.de","","Rehweiler","RP","No","No","","","",""
"wiesenbronn.de","http://www.wiesenbronn.de","","Wiesenbronn","BY","No","No","","","",""
"albstadt.de","http://albstadt.de","","Albstadt","BW","No","Yes","No","No","",""
"vwg-goldene-aue.de","http://www.vwg-goldene-aue.de","","Edersleben","ST","No","No","","","",""
"markt-poettmes.de","http://www.markt-poettmes.de","","Pöttmes","BY","No","No","","","",""
"schwandorf.de","http://schwandorf.de","","Schwandorf","BY","No","No","","","",""
"suessen.de","http://suessen.de","","Süßen","BW","No","No","","","",""
"edelsfeld.de","http://www.edelsfeld.de","","Edelsfeld","BY","No","No","","","",""
"stadt.kusel.de","http://stadt.kusel.de","","Kusel","RP","No","No","","","",""
"meldorf-nordsee.de","http://meldorf-nordsee.de","","Meldorf","SH","No","No","","","",""
"badfallingbostel.de","http://www.badfallingbostel.de","","Bad Fallingbostel","NI","No","No","","","",""
"muenchhausenland.de","http://www.muenchhausenland.de","","Heinsen","NI","No","No","","","",""
"amt-burg-spreewald.de","http://amt-burg-spreewald.de","","Dissen-Striesow","BB","No","No","","","",""
"swisttal.de","http://swisttal.de","","Swisttal","NW","No","No","","","",""
"zuzenhausen.de","http://www.zuzenhausen.de","","Zuzenhausen","BW","No","No","","","",""
"hausham.de","http://www.hausham.de","","Hausham","BY","No","No","","","",""
"uebach-palenberg.de","http://uebach-palenberg.de","","Übach-Palenberg","NW","No","No","","","",""
"vg-gramme-aue.de","http://www.vg-gramme-aue.de","","Ollendorf","TH","No","No","","","",""
"gemeinde-meeder.de","http://gemeinde-meeder.de","","Meeder","BY","No","No","","","",""
"grefrath.de","http://www.grefrath.de","","Grefrath","NW","No","Yes","No","No","",""
"zirndorf.de","http://www.zirndorf.de","","Zirndorf","BY","No","No","","","",""
"essingen.de","http://www.essingen.de","","Essingen","BW","No","No","","","",""
"sand-am-main.de","http://sand-am-main.de","","Sand am Main","BY","No","No","","","",""
"hochkirch.de","http://www.hochkirch.de","","Hochkirch","SN","No","No","","","",""
"grossschoenau.de","http://www.grossschoenau.de","","Großschönau","SN","No","No","","","",""
"sayda.de","http://www.sayda.de","","Sayda","SN","Yes","No","","","",""
"crinitzberg.de","http://www.crinitzberg.de","","Crinitzberg","SN","No","No","","","",""
"vgmzartern.de","http://www.vgmzartern.de","","Ringleben","TH","No","No","","","",""
"gemeinde-zandt.de","http://gemeinde-zandt.de","","Zandt","BY","No","No","","","",""
"niedernhall.de","http://niedernhall.de","","Niedernhall","BW","No","No","","","",""
"hohenpeissenberg.de","http://hohenpeissenberg.de","","Hohenpeißenberg","BY","No","No","","","",""
"oberkochen.de","http://www.oberkochen.de","","Oberkochen","BW","No","No","","","",""
"igersheim.de","http://igersheim.de","","Igersheim","BW","No","No","","","",""
"breunigweiler.de","http://www.breunigweiler.de","","Breunigweiler","RP","No","No","","","",""
"bischweier.de","http://www.bischweier.de","","Bischweier","BW","No","No","","","",""
"gesundheit-badhonnef.de","http://www.gesundheit-badhonnef.de","","Bad Honnef","NW","Yes","No","","","",""
"grasberg.de","http://grasberg.de","","Grasberg","NI","No","No","","","",""
"seelbach-wied.de","http://www.seelbach-wied.de","","Seelbach","RP","No","No","","","",""
"gevelsberg.de","http://gevelsberg.de","","Gevelsberg","NW","No","No","","","",""
"seegebiet-mansfelder-land.de","http://www.seegebiet-mansfelder-land.de","","Seegebiet Mansfelder Land","ST","No","No","","","",""
"markt-goldbach.de","http://markt-goldbach.de","","Goldbach","BY","No","No","","","",""
"uhldingen-muehlhofen.de","https://www.uhldingen-muehlhofen.de","","Uhldingen-Mühlhofen","BW","No","Yes","Yes","No","",""
"haundorf.de","http://haundorf.de","","Haundorf","BY","No","No","","","",""
"bornheim-pfalz.de","http://www.bornheim-pfalz.de","","Bornheim","RP","Yes","No","","","",""
"roefingen-rosshaupten.de","http://roefingen-rosshaupten.de","","Röfingen","BY","No","No","","","",""
"landsberied.de","http://www.landsberied.de","","Landsberied","BY","No","No","","","",""
"kisselbach.org","http://kisselbach.org","","Kisselbach","RP","No","No","","","",""
"uplengen.de","http://uplengen.de","","Uplengen","NI","No","No","","","",""
"boehnhusen.de","http://boehnhusen.de","","Böhnhusen","SH","No","No","","","",""
"amt-sternberger-seenlandschaft.de","http://www.amt-sternberger-seenlandschaft.de","","Dabel","MV","Yes","No","","","",""
"limbach-oberfrohna.de","http://www.limbach-oberfrohna.de","","Limbach-Oberfrohna","SN","No","No","","","",""
"sailauf.de","http://www.sailauf.de","","Sailauf","BY","No","No","","","",""
"oberostendorf.de","http://oberostendorf.de","","Oberostendorf","BY","No","No","","","",""
"doernberg-lahn.de","http://doernberg-lahn.de","","Dörnberg","RP","No","No","","","",""
"naundorf-sachsen.de","http://www.naundorf-sachsen.de","","Naundorf","SN","No","No","","","",""
"gemeinde-niederfinow.de","http://gemeinde-niederfinow.de","","Niederfinow","BB","No","No","","","",""
"jettenbach.de","http://jettenbach.de","","Jettenbach","RP","No","No","","","",""
"vg-grammetal.de","http://www.vg-grammetal.de","","Mönchenholzhausen","TH","No","No","","","",""
"markt-zeitlofs.de","http://www.markt-zeitlofs.de","","Zeitlofs","BY","No","No","","","",""
"kroeppelshagen-fahrendorf.de","http://www.kroeppelshagen-fahrendorf.de","","Kröppelshagen-Fahrendorf","SH","Yes","No","","","",""
"kernen.de","http://www.kernen.de","","Kernen im Remstal","BW","No","No","","","",""
"heidenrod.de","http://heidenrod.de","","Heidenrod","HE","No","No","","","",""
"schoeningen.de","http://www.schoeningen.de","","Schöningen","NI","No","No","","","",""
"gemeinde-schoenenberg.de","http://www.gemeinde-schoenenberg.de","","Schönenberg","BW","No","No","","","",""
"gemeinde-welt.de","http://gemeinde-welt.de","","Welt","SH","No","No","","","",""
"sulzfeldgrabfeld.de","http://www.sulzfeldgrabfeld.de","","Sulzfeld","BY","Yes","No","","","",""
"kuppenheim.de","http://www.kuppenheim.de","","Kuppenheim","BW","No","No","","","",""
"langenargen.de","http://www.langenargen.de","","Langenargen","BW","No","No","","","",""
"seinsheim.de","http://seinsheim.de","","Seinsheim","BY","No","No","","","",""
"ahrensfelde.de","http://www.ahrensfelde.de","","Ahrensfelde","BB","No","No","","","",""
"ahlen.de","https://www.ahlen.de","","Ahlen","NW","No","Yes","Yes","No","",""
"vachendorf.de","http://vachendorf.de","","Vachendorf","BY","No","No","","","",""
"rimsberg.de","http://rimsberg.de","","Rimsberg","RP","No","No","","","",""
"gemeinde-rickert.de","http://gemeinde-rickert.de","","Rickert","SH","No","No","","","",""
"hollfeld.de","http://hollfeld.de","","Hollfeld","BY","No","No","","","",""
"sankt-oswald-riedlhuette.de","http://www.sankt-oswald-riedlhuette.de","","Sankt Oswald-Riedlhütte","BY","No","No","","","",""
"schwepnitz.de","http://schwepnitz.de","","Schwepnitz","SN","No","No","","","",""
"osterberg-weiler.de","http://osterberg-weiler.de","","Osterberg","BY","No","No","","","",""
"stadt-bergneustadt.de","http://stadt-bergneustadt.de","","Bergneustadt","NW","No","No","","","",""
"tinningstedt.de","http://tinningstedt.de","","Tinningstedt","SH","No","No","","","",""
"wanna.de","http://www.wanna.de","","Wanna","NI","No","No","","","",""
"oestrich-winkel.de","http://www.oestrich-winkel.de","","Oestrich-Winkel","HE","No","No","","","",""
"rastede.de","http://www.rastede.de","","Rastede","NI","No","Yes","No","No","",""
"ettenheim.de","http://www.ettenheim.de","","Ettenheim","BW","No","No","","","",""
"hehlen.de","http://www.hehlen.de","","Hehlen","NI","No","No","","","",""
"nastaetten.de","http://www.nastaetten.de","","Nastätten","RP","No","No","","","",""
"baiersdorf.de","http://www.baiersdorf.de","","Baiersdorf","BY","No","No","","","",""
"rammenau.de","http://rammenau.de","","Rammenau","SN","No","No","","","",""
"kenn.de","http://www.kenn.de","","Kenn","RP","Yes","No","","","",""
"steinsfeld.de","http://www.steinsfeld.de","","Steinsfeld","BY","No","No","","","",""
"neukirchen-pleisse.de","http://neukirchen-pleisse.de","","Neukirchen/Pleiße","SN","No","No","","","",""
"hasenmoor.de","http://www.hasenmoor.de","","Hasenmoor","SH","No","No","","","",""
"sensbachtal.de","http://www.sensbachtal.de","","Sensbachtal","HE","No","No","","","",""
"geilenkirchen.de","http://www.geilenkirchen.de","","Geilenkirchen","NW","No","Yes","No","No","",""
"michelau.de","http://michelau.de","","Michelau im Steigerwald","BY","No","No","","","",""
"bell-eifel.de","http://www.bell-eifel.de","","Bell","RP","No","No","","","",""
"lohr.de","http://www.lohr.de","","Lohr am Main","BY","No","No","","","",""
"hornbek.de","http://www.hornbek.de","","Hornbek","SH","Yes","No","","","",""
"ludwigsfelde.de","http://www.ludwigsfelde.de","","Ludwigsfelde","BB","No","Yes","No","No","",""
"bruttig-fankel.de","http://bruttig-fankel.de","","Bruttig-Fankel","RP","No","No","","","",""
"lieser-mosel.de","http://lieser-mosel.de","","Lieser","RP","No","No","","","",""
"schmiechen.de","http://schmiechen.de","","Schmiechen","BY","No","No","","","",""
"schonach.de","http://www.schonach.de","","Schonach im Schwarzwald","BW","No","No","","","",""
"niederscheidweiler.de","http://niederscheidweiler.de","","Niederscheidweiler","RP","No","No","","","",""
"hohenstadt-alb.de","http://hohenstadt-alb.de","","Hohenstadt","BW","No","No","","","",""
"walsrode.de","http://www.walsrode.de","","Walsrode","NI","Yes","No","","","",""
"graal-mueritz.de","http://www.graal-mueritz.de","","Graal-Müritz","MV","No","No","","","",""
"argenbuehl.de","http://www.argenbuehl.de","","Argenbühl","BW","No","No","","","",""
"gemeinde-fredesdorf.de","http://www.gemeinde-fredesdorf.de","","Fredesdorf","SH","No","No","","","",""
"rieden-zellerberg.de","http://rieden-zellerberg.de","","Rieden","BY","No","No","","","",""
"irndorf.de","http://www.irndorf.de","","Irndorf","BW","No","No","","","",""
"hatzenport.de","http://hatzenport.de","","Hatzenport","RP","No","No","","","",""
"hermsdorf-erzgebirge.de","http://hermsdorf-erzgebirge.de","","Hermsdorf/Erzgeb.","SN","No","No","","","",""
"sottrum.de","http://sottrum.de","","Ahausen","NI","No","No","","","",""
"vgtw.de","http://www.vgtw.de","","Rieschweiler-Mühlbach","RP","No","No","","","",""
"kraftisried.com","http://kraftisried.com","","Kraftisried","BY","No","No","","","",""
"herxheimamberg.de","http://herxheimamberg.de","","Herxheim am Berg","RP","No","No","","","",""
"beverungen.de","http://www.beverungen.de","","Beverungen","NW","No","No","","","",""
".solingen.de","http://.solingen.de","","Solingen","NW","No","No","","","",""
"bernau-am-chiemsee.de","http://www.bernau-am-chiemsee.de","","Bernau am Chiemsee","BY","No","No","","","",""
"solms.de","http://www.solms.de","","Solms","HE","No","No","","","",""
"empfingen.de","http://www.empfingen.de","","Empfingen","BW","No","No","","","",""
"zellingen.de","http://www.zellingen.de","","Zellingen","BY","Yes","No","","","",""
"gemeinde-koenigshuegel.de","http://gemeinde-koenigshuegel.de","","Königshügel","SH","No","No","","","",""
"markersdorf.de","http://markersdorf.de","","Markersdorf","SN","No","No","","","",""
"mainbernheim.de","http://mainbernheim.de","","Mainbernheim","BY","No","No","","","",""
"oberneisen.de","https://www.oberneisen.de","","Oberneisen","RP","No","Yes","Yes","Yes","",""
"wees.de","http://wees.de","","Wees","SH","No","No","","","",""
"eyershausen-landwehr.de","http://eyershausen-landwehr.de","","Landwehr","NI","No","No","","","",""
"waldlaubersheim.de","http://waldlaubersheim.de","","Waldlaubersheim","RP","No","No","","","",""
"drochtersen.de","http://www.drochtersen.de","","Drochtersen","NI","No","No","","","",""
"rathaus.walkenried.de","http://www.rathaus.walkenried.de","","Zorge","NI","No","No","","","",""
"gemeinde-stolk.de","http://gemeinde-stolk.de","","Stolk","SH","No","No","","","",""
"otzing.de","http://otzing.de","","Otzing","BY","No","No","","","",""
"gemeinde-wachau.de","http://gemeinde-wachau.de","","Wachau","SN","No","No","","","",""
"maulburg.de","http://www.maulburg.de","","Maulburg","BW","No","No","","","",""
"eydelstedt.de","http://eydelstedt.de","","Eydelstedt","NI","No","No","","","",""
"lauf.de","http://www.lauf.de","","Lauf an der Pegnitz","BY","No","No","","","",""
"kuernach.de","https://www.kuernach.de","","Kürnach","BY","No","Yes","Yes","No","",""
"langenselbold.de","http://www.langenselbold.de","","Langenselbold","HE","No","No","","","",""
"reisbach.de","http://reisbach.de","","Reisbach","BY","No","No","","","",""
"sonthofen.de","http://www.sonthofen.de","","Sonthofen","BY","Yes","No","","","",""
"kleinlangheim.de","http://www.kleinlangheim.de","","Kleinlangheim","BY","No","No","","","",""
"alflen.de","http://www.alflen.de","","Alflen","RP","No","No","","","",""
"garbsen.de","http://www.garbsen.de","","Garbsen","NI","No","No","","","",""
"gemeinde-feldberg.de","http://www.gemeinde-feldberg.de","","Feldberg (Schwarzwald)","BW","No","No","","","",""
"gauting.de","http://gauting.de","","Gauting","BY","No","No","","","",""
"hochstadt-main.de","http://www.hochstadt-main.de","","Hochstadt am Main","BY","No","No","","","",""
"haldenwang-schwaben.de","http://haldenwang-schwaben.de","","Haldenwang","BY","No","No","","","",""
"endingen.de","http://www.endingen.de","","Endingen am Kaiserstuhl","BW","No","No","","","",""
"gaissach.de","http://gaissach.de","","Gaißach","BY","No","No","","","",""
"wembach.de","http://www.wembach.de","","Wembach","BW","No","No","","","",""
"rodgau.de","https://rodgau.de","","Rodgau","HE","No","Yes","Yes","No","",""
"gemeinde-adelshofen.de","http://www.gemeinde-adelshofen.de","","Adelshofen","BY","No","No","","","",""
"neunkirchen.de","https://www.neunkirchen.de","","Neunkirchen","SL","No","Yes","Yes","No","",""
"babensham.de","http://babensham.de","","Babensham","BY","No","No","","","",""
"oelixdorf.de","http://oelixdorf.de","","Oelixdorf","SH","No","No","","","",""
"lohsa.de","http://lohsa.de","","Lohsa","SN","No","No","","","",""
"kulmain.de","http://www.kulmain.de","","Kulmain","BY","No","No","","","",""
"steinebach-wied.de","http://steinebach-wied.de","","Steinebach an der Wied","RP","No","No","","","",""
"gemeinde-ascheffel.de","http://gemeinde-ascheffel.de","","Ascheffel","SH","No","No","","","",""
"quakenbrueck.de","http://www.quakenbrueck.de","","Quakenbrück","NI","Yes","No","","","",""
"windelsbach.de","http://www.windelsbach.de","","Windelsbach","BY","No","No","","","",""
"vellberg.de","http://www.vellberg.de","","Vellberg","BW","No","No","","","",""
"stammbach.de","http://www.stammbach.de","","Stammbach","BY","No","No","","","",""
"warngau.de","http://warngau.de","","Warngau","BY","No","No","","","",""
"haselund.de","http://haselund.de","","Haselund","SH","No","No","","","",""
"gemeinde-uebersee.de","http://www.gemeinde-uebersee.de","","Übersee","BY","Yes","No","","","",""
"dettighofen.de","http://www.dettighofen.de","","Dettighofen","BW","No","No","","","",""
"zserver.neu-ulm.de","http://zserver.neu-ulm.de","","Neu-Ulm","BY","No","Yes","No","No","",""
"adelebsen.de","http://www.adelebsen.de","","Adelebsen","NI","No","No","","","",""
"kinsau.de","http://kinsau.de","","Kinsau","BY","No","No","","","",""
"donaustauf.de","http://www.donaustauf.de","","Donaustauf","BY","No","No","","","",""
"seeburgersee.de","http://seeburgersee.de","","Seeburg","NI","No","No","","","",""
"rugendorf.de","http://rugendorf.de","","Rugendorf","BY","No","No","","","",""
"joehstadt.de","http://joehstadt.de","","Jöhstadt","SN","No","No","","","",""
"bendestorf.de","https://www.bendestorf.de","","Bendestorf","NI","No","Yes","Yes","Yes","",""
"wertheim.de","http://www.wertheim.de","","Wertheim","BW","No","Yes","No","No","",""
"engelsberg-info.de","http://www.engelsberg-info.de","","Engelsberg","BY","Yes","No","","","",""
"hargarten-net.com","http://hargarten-net.com","","Hargarten","RP","No","No","","","",""
"stadt.gluecksburg.de","http://stadt.gluecksburg.de","","Glücksburg","SH","No","No","","","",""
"schallstadt.eu","http://www.schallstadt.eu","","Schallstadt","BW","Yes","No","","","",""
"gemeinde-hellingen.de","http://www.gemeinde-hellingen.de","","Hellingen","TH","No","No","","","",""
"thierstein.de","http://www.thierstein.de","","Thierstein","BY","No","No","","","",""
"ebringen.de","http://www.ebringen.de","","Ebringen","BW","No","Yes","No","No","",""
"oberarnbach.de","http://www.oberarnbach.de","","Oberarnbach","RP","Yes","No","","","",""
"gemeinde-fisch.de","http://gemeinde-fisch.de","","Fisch","RP","No","No","","","",""
"elbe-havel-land.de","https://www.elbe-havel-land.de","","Wust-Fischbeck","ST","No","Yes","Yes","Yes","",""
"amt-eldenburg-luebz.de","https://www.amt-eldenburg-luebz.de","","Gischow","MV","No","Yes","Yes","Yes","",""
"weisskeissel.de","http://weisskeissel.de","","Weißkeißel","SN","No","No","","","",""
"saldenburg.de","http://www.saldenburg.de","","Saldenburg","BY","No","No","","","",""
"winterbach.bnv-gz.de","http://winterbach.bnv-gz.de","","Winterbach","BY","No","No","","","",""
"brekendorf.de","http://brekendorf.de","","Brekendorf","SH","No","No","","","",""
"visitberlin.de","http://www.visitberlin.de","","Berlin","BE","No","No","","","",""
"kreischa.de","http://www.kreischa.de","","Kreischa","SN","No","No","","","",""
"stocksee.de","http://stocksee.de","","Stocksee","SH","No","No","","","",""
"reichenbach-kronach.de","http://www.reichenbach-kronach.de","","Reichenbach","BY","No","No","","","",""
"schoengeising.de","http://www.schoengeising.de","","Schöngeising","BY","Yes","No","","","",""
"gundelfingen.de","http://gundelfingen.de","","Gundelfingen","BW","No","No","","","",""
"almersbach.de","http://almersbach.de","","Almersbach","RP","No","No","","","",""
